0,-163,0.0,0.0003
1,-163,0.002,0.0003
2,-163,0.004,0.0003
3,-163,0.006,-0.0001
4,-163,0.008,-0.0007
5,-163,0.009,-0.0016
6,-163,0.011,-0.0026
7,-163,0.013,-0.0039
8,-163,0.015,-0.0054
9,-163,0.017,-0.0069
10,-163,0.019,-0.0085
11,-163,0.021,-0.0104
12,-163,0.023,-0.0123
13,-163,0.025,-0.0142
14,-163,0.027,-0.0162
15,-163,0.029,-0.0184
16,-163,0.031,-0.0205
17,-163,0.033,-0.0227
18,-163,0.035,-0.025
19,-163,0.037,-0.0273
20,-163,0.039,-0.0296
21,-163,0.041,-0.0319
22,-163,0.043,-0.0342
23,-163,0.045,-0.0366
24,-163,0.047,-0.039
25,-163,0.049,-0.0414
26,-163,0.051,-0.0438
27,-163,0.053,-0.0462
28,-163,0.055,-0.0486
29,-163,0.057,-0.0511
30,-163,0.059,-0.0536
31,-163,0.061,-0.056
32,-163,0.063,-0.0584
33,-163,0.065,-0.061
34,-163,0.067,-0.0635
35,-163,0.069,-0.066
36,-163,0.071,-0.0685
37,-163,0.073,-0.071
38,-163,0.075,-0.0736
39,-163,0.077,-0.0761
40,-163,0.078,-0.0786
41,-163,0.08,-0.0812
42,-163,0.082,-0.0837
43,-163,0.084,-0.0862
44,-163,0.086,-0.0887
45,-163,0.088,-0.0912
46,-163,0.09,-0.0938
47,-163,0.092,-0.0963
48,-163,0.094,-0.0989
49,-163,0.096,-0.1014
50,-163,0.098,-0.104
51,-163,0.1,-0.1065
52,-163,0.102,-0.1091
53,-163,0.104,-0.1116
54,-163,0.106,-0.1141
55,-163,0.108,-0.1166
56,-163,0.11,-0.1192
57,-163,0.112,-0.1218
58,-163,0.114,-0.1243
59,-163,0.116,-0.1268
60,-163,0.118,-0.1294
61,-163,0.12,-0.1319
62,-163,0.122,-0.1345
63,-163,0.124,-0.137
64,-163,0.126,-0.1396
65,-163,0.128,-0.1421
66,-163,0.13,-0.1447
67,-163,0.132,-0.1472
68,-163,0.134,-0.1498
69,-163,0.136,-0.1523
70,-163,0.138,-0.1548
71,-163,0.14,-0.1573
72,-163,0.142,-0.1598
73,-163,0.144,-0.1625
74,-163,0.146,-0.165
75,-163,0.147,-0.1675
76,-163,0.149,-0.17
77,-163,0.151,-0.1726
78,-163,0.153,-0.1751
79,-163,0.155,-0.1777
80,-163,0.157,-0.1802
81,-163,0.159,-0.1828
82,-163,0.161,-0.1854
83,-163,0.163,-0.1879
84,-163,0.165,-0.1904
85,-163,0.167,-0.193
86,-163,0.169,-0.1955
87,-163,0.171,-0.198
88,-163,0.173,-0.2007
89,-163,0.175,-0.2033
90,-163,0.177,-0.2059
91,-163,0.179,-0.2084
92,-163,0.181,-0.2109
93,-163,0.183,-0.2135
94,-163,0.185,-0.2161
95,-163,0.187,-0.2186
96,-163,0.189,-0.2212
97,-163,0.191,-0.2238
98,-163,0.193,-0.2264
99,-163,0.195,-0.2288
100,-163,0.197,-0.2314
101,-163,0.199,-0.234
