t,x_m,theta,v_m_s,thetadot,u_pwm
1764425659.3154929,0.1664453125,0.08,-0.0410546875,-0.149,-1
1764425659.325493,0.1664453125,0.08,-0.0063671875000000005,-0.114,7
1764425659.3354933,0.16640625,0.08,-0.0055078125,-0.028,1
1764425659.3459175,0.1664453125,0.08,0.0025390625,-0.007,33
1764425659.3564932,0.1665625,0.08,0.0084375,-0.002,34
1764425659.3669188,0.1665625,0.08,0.00421875,-0.001,33
1764425659.377496,0.1679296875,0.08,0.09625,0.307,39
1764425659.3874936,0.169609375,0.09,0.15101562500000001,0.307,52
1764425659.397494,0.1705859375,0.09,0.1731640625,0.46,47
1764425659.4074962,0.173984375,0.1,0.2296484375,0.556,55
1764425659.4174953,0.17695312500000002,0.11,0.2859375,0.753,55
1764425659.4274967,0.1785546875,0.11,0.30312500000000003,0.836,54
1764425659.437528,0.18378906250000002,0.12,0.3494140625,0.872,66
1764425659.447506,0.187578125,0.13,0.374453125,1.062,55
1764425659.4574971,0.1914453125,0.14,0.3846484375,1.109,51
1764425659.4674964,0.19355468750000002,0.15,0.4032421875,1.015,63
1764425659.4774961,0.1998828125,0.17,0.4146484375,1.124,49
1764425659.4874966,0.20402343750000002,0.18,0.416171875,1.125,46
1764425659.4974968,0.2084375,0.19,0.4360546875,1.125,50
1764425659.5074928,0.2125,0.2,0.4117578125,1.048,45
1764425659.5174973,0.2144140625,0.2,0.397265625,1.138,33
1764425659.527529,0.2199609375,0.22,0.37093750000000003,0.948,31
1764425659.53792,0.2233203125,0.23,0.342734375,1.081,11
1764425659.548479,0.2261328125,0.24,0.292734375,0.807,11
1764425659.5654793,0.22921875,0.25,0.19675781250000002,0.523,1
1764425659.5819023,0.2304296875,0.25,0.08515625,0.372,-14
1764425659.5923233,0.230546875,0.25,0.0019140625,0.023,-15
1764425659.6029007,0.2302734375,0.25,-0.02296875,-0.148,-43
1764425659.6134815,0.229765625,0.25,-0.0448046875,-0.19,-45
1764425659.6234815,0.2286328125,0.25,-0.1049609375,-0.278,-54
1764425659.6334822,0.22648437500000002,0.24,-0.192265625,-0.453,-60
1764425659.6429002,0.22359375,0.23,-0.270703125,-0.65,-63
1764425659.652482,0.2201171875,0.22,-0.3333203125,-1.006,-57
1764425659.6624815,0.2159765625,0.21,-0.3977734375,-1.249,-57
1764425659.6719236,0.21375,0.2,-0.4215625,-1.238,-59
1764425659.681912,0.2092578125,0.19,-0.437421875,-1.23,-60
1764425659.6934803,0.2024609375,0.17,-0.447265625,-1.496,-45
1764425659.7039015,0.1979296875,0.15,-0.45359375,-1.524,-39
1764425659.7139158,0.1937890625,0.14,-0.4200390625,-1.455,-32
1764425659.7239053,0.1901171875,0.13,-0.376484375,-1.284,-29
1764425659.7339158,0.18703125,0.12,-0.32070312500000003,-1.011,-28
1764425659.7439027,0.184453125,0.11,-0.269609375,-0.79,-25
1764425659.760481,0.1823828125,0.1,-0.219765625,-0.734,-13
1764425659.7805192,0.1783203125,0.09,-0.1475,-0.512,-5
1764425659.7969248,0.1769921875,0.09,-0.0916796875,-0.294,-5
1764425659.8075056,0.17667968750000002,0.09,-0.042460937500000004,-0.227,5
1764425659.8175044,0.17667968750000002,0.09,-0.010625,-0.057,2
1764425659.827507,0.17671875,0.09,0.00125,-0.014,33
1764425659.8375058,0.1767578125,0.09,0.002265625,-0.004,33
1764425659.8475063,0.1767578125,0.09,0.0011328125,-0.155,44
1764425659.8575063,0.17792968750000002,0.09,0.08609375,0.172,46
1764425659.867551,0.17863281250000002,0.09,0.113359375,0.24,50
1764425659.877918,0.1806640625,0.1,0.1845703125,0.52,47
1764425659.887945,0.18476562500000002,0.11,0.2730859375,0.755,55
1764425659.8984985,0.1880078125,0.12,0.314375,0.879,55
1764425659.9085553,0.19125,0.13,0.322734375,0.91,52
1764425659.9184952,0.194765625,0.13,0.3462890625,0.918,62
1764425659.928495,0.198515625,0.14,0.3678125,0.92,67
1764425659.9384952,0.2023828125,0.15,0.381015625,1.074,54
1764425659.9484959,0.20671875,0.17,0.4233984375,1.189,50
1764425659.9584942,0.2115234375,0.18,0.46718750000000003,1.218,62
1764425659.9684958,0.21378906250000002,0.19,0.46015625,1.222,54
1764425659.9784958,0.2202734375,0.2,0.4276171875,1.073,55
1764425659.9889193,0.2247265625,0.21,0.4428515625,1.189,45
1764425659.9989178,0.2290234375,0.23,0.434921875,1.294,23
1764425660.0089183,0.2350390625,0.25,0.39421875,1.082,18
1764425660.0209339,0.23945312500000002,0.26,0.284609375,0.826,3
1764425660.0309296,0.241171875,0.26,0.19421875,0.513,0
1764425660.0414996,0.24167968750000002,0.27,0.147890625,0.563,-16
1764425660.0509212,0.24203125,0.27,0.056484375,0.294,-22
1764425660.0614982,0.24171875,0.27,-0.0183203125,-0.04,-52
1764425660.0715003,0.24097656250000002,0.27,-0.0631640625,-0.163,-55
1764425660.0819192,0.240234375,0.26,-0.1058203125,-0.235,-57
1764425660.091499,0.2361328125,0.25,-0.2671484375,-0.643,-67
1764425660.1009576,0.2344140625,0.25,-0.3054296875,-0.935,-62
1764425660.1105182,0.230546875,0.24,-0.3673828125,-1.077,-66
1764425660.1229346,0.2237109375,0.22,-0.446328125,-1.362,-63
1764425660.132509,0.218828125,0.2,-0.47875,-1.414,-62
1764425660.142511,0.216328125,0.19,-0.489375,-1.474,-58
1764425660.1525116,0.211171875,0.18,-0.50515625,-1.519,-57
1764425660.1625087,0.20609375,0.17,-0.5012890625,-1.377,-61
1764425660.172519,0.1989453125,0.14,-0.470859375,-1.361,-47
1764425660.1825097,0.196640625,0.14,-0.4658984375,-1.294,-50
1764425660.1925018,0.1921484375,0.13,-0.44851562500000003,-1.244,-47
1764425660.2025008,0.1860546875,0.11,-0.40664062500000003,-1.076,-41
1764425660.212501,0.18226562500000001,0.1,-0.3848828125,-1.036,-36
1764425660.2225008,0.1787890625,0.09,-0.3559765625,-0.949,-31
1764425660.2323418,0.1771875,0.08,-0.33816406250000003,-0.935,-25
1764425660.2425022,0.17296875,0.07,-0.27957031250000003,-0.769,-18
1764425660.2525017,0.17078125,0.07,-0.2319921875,-0.652,-14
1764425660.2625017,0.1690625,0.06,-0.1830078125,-0.47,-9
1764425660.2725,0.16789062500000002,0.06,-0.1297265625,-0.424,2
1764425660.282499,0.16718750000000002,0.06,-0.083203125,-0.183,-1
1764425660.2925,0.16703125,0.05,-0.0572265625,-0.245,14
1764425660.3024998,0.1670703125,0.05,-0.0051953125,-0.031,14
1764425660.3125002,0.167265625,0.05,0.0162890625,-0.008,50
1764425660.3224988,0.16761718750000001,0.05,0.031406250000000004,-0.002,55
1764425660.3325005,0.1680078125,0.06,0.054765625,0.152,46
1764425660.342501,0.1713671875,0.06,0.2216796875,0.594,67
1764425660.3525012,0.1745703125,0.07,0.2956640625,0.685,82
1764425660.3625016,0.17835937500000001,0.08,0.366875,0.938,82
1764425660.3725002,0.1831640625,0.1,0.456953125,1.155,88
1764425660.3824992,0.18890625,0.11,0.5478515625,1.593,81
1764425660.3925006,0.19515625,0.13,0.609609375,1.702,86
1764425660.4025013,0.19843750000000002,0.14,0.6329296875,1.771,85
1764425660.412499,0.20859375,0.16,0.6767578125,1.794,93
1764425660.4225013,0.2156640625,0.18,0.7004296875,1.829,92
1764425660.432503,0.22296875,0.2,0.7258984375,1.915,88
1764425660.4425018,0.2305078125,0.22,0.747890625,2.089,72
1764425660.4565012,0.2380078125,0.25,0.7475,2.133,46
1764425660.4665015,0.2451171875,0.27,0.71421875,2.067,30
1764425660.4765031,0.251484375,0.28,0.6473046875,1.897,20
1764425660.486502,0.25640625,0.3,0.5212109375,1.625,-1
1764425660.496923,0.2583203125,0.31,0.45199218750000003,1.426,-9
1764425660.5065255,0.2619140625,0.32,0.238125,0.83,-26
1764425660.5165045,0.2625,0.32,0.09664062500000001,0.284,-29
1764425660.5259252,0.2624609375,0.32,0.044414062500000004,0.142,-33
1764425660.5355027,0.2612109375,0.32,-0.07941406250000001,-0.059,-77
1764425660.544925,0.2596875,0.31,-0.13703125,-0.322,-73
1764425660.554503,0.257265625,0.31,-0.2295703125,-0.617,-79
1764425660.5639253,0.2531640625,0.3,-0.3718359375,-0.921,-89
1764425660.573503,0.2506640625,0.29,-0.43593750000000003,-1.228,-85
1764425660.5829256,0.24195312500000002,0.26,-0.5750000000000001,-1.572,-88
1764425660.5925045,0.2354296875,0.24,-0.6359375,-1.85,-83
1764425660.6019256,0.2286328125,0.22,-0.6707031250000001,-1.92,-82
1764425660.6115015,0.22160156250000002,0.2,-0.6930859375,-2.014,-77
1764425660.6219254,0.2145703125,0.19,-0.700625,-1.884,-82
1764425660.6315029,0.2076171875,0.17,-0.6946875,-1.852,-78
1764425660.6409256,0.204140625,0.16,-0.6950000000000001,-1.846,-76
1764425660.6509466,0.1941015625,0.13,-0.665,-1.65,-71
1764425660.6605127,0.19078125,0.13,-0.66453125,-1.438,-81
1764425660.6719387,0.181328125,0.1,-0.62703125,-1.56,-62
1764425660.6815135,0.1748828125,0.09,-0.6430859375,-1.694,-57
1764425660.6925144,0.16796875,0.06,-0.66859375,-2.034,-39
1764425660.7029226,0.1619140625,0.05,-0.6144140625,-1.889,-33
1764425660.7195337,0.1572265625,0.03,-0.49929687500000003,-1.469,-23
1764425660.7359695,0.150859375,0.01,-0.3031640625,-0.974,2
1764425660.7525144,0.147265625,0.0,-0.16007812500000002,-0.559,18
1764425660.762502,0.146796875,0.0,-0.06929687500000001,-0.293,26
1764425660.7725008,0.1470703125,0.0,0.008046875,0.08,52
1764425660.7825017,0.14738281250000002,0.0,0.0352734375,0.04,64
1764425660.7925012,0.1494140625,0.01,0.1440625,0.273,78
1764425660.8025067,0.152421875,0.02,0.2684375,0.759,77
1764425660.8125033,0.1566796875,0.03,0.395234375,1.033,95
1764425660.8225021,0.15921875,0.03,0.4515234375,1.284,94
1764425660.8325045,0.16496093750000002,0.05,0.54453125,1.471,103
1764425660.8425043,0.175390625,0.08,0.6862109375000001,1.795,114
1764425660.8525038,0.1831640625,0.1,0.7575000000000001,2.059,112
1764425660.8625035,0.18734375,0.11,0.79671875,2.257,107
1764425660.872453,0.196171875,0.13,0.8573828125,2.405,109
1764425660.882504,0.21015625000000002,0.17,0.9245703125,2.602,104
1764425660.8929262,0.21964843750000002,0.2,0.9459765625000001,2.491,108
1764425660.9035125,0.2291015625,0.22,0.943515625,2.54,99
1764425660.9139342,0.2383984375,0.25,0.9331640625000001,2.476,90
1764425660.9239352,0.24765625,0.27,0.9246875,2.46,81
1764425660.9339359,0.2521484375,0.28,0.9115625,2.304,88
1764425660.9439354,0.264765625,0.32,0.8297656250000001,2.205,26
1764425660.9539366,0.272421875,0.34,0.7797265625,2.009,14
1764425660.9635205,0.27890625,0.36,0.66171875,1.959,-13
1764425660.9729266,0.28304687500000003,0.37,0.46035156250000003,1.41,-28
1764425660.9825048,0.2848828125,0.38,0.238125,0.889,-48
1764425660.9919496,0.284765625,0.38,0.04,0.452,-64
1764425661.0019376,0.28328125,0.38,-0.11109375,-0.04,-101
1764425661.0115197,0.2805078125,0.37,-0.2445703125,-0.394,-107
1764425661.0209427,0.2758203125,0.36,-0.4263671875,-1.095,-108
1764425661.03152,0.27273437500000003,0.35,-0.521796875,-1.315,-113
1764425661.040941,0.261484375,0.32,-0.7400390625000001,-2.274,-106
1764425661.0505173,0.2572265625,0.31,-0.79578125,-2.517,-104
1764425661.0615177,0.24359375,0.26,-0.8963671875,-2.922,-92
1764425661.0709426,0.2390234375,0.25,-0.9051953125000001,-2.842,-95
1764425661.0815263,0.2257421875,0.2,-0.87390625,-2.733,-80
1764425661.0909302,0.2214453125,0.19,-0.866640625,-2.747,-76
1764425661.101928,0.20917968750000002,0.15,-0.8094921875000001,-2.376,-71
1764425661.1119277,0.205390625,0.14,-0.783671875,-2.415,-62
1764425661.1225295,0.19515625,0.11,-0.6790234375,-1.951,-55
1764425661.132506,0.1891796875,0.1,-0.613125,-1.715,-50
1764425661.1429281,0.183828125,0.08,-0.55171875,-1.426,-46
1764425661.1525056,0.179140625,0.07,-0.4855859375,-1.2,-40
1764425661.1625059,0.1748828125,0.06,-0.4378125,-1.067,-35
1764425661.1725063,0.1711328125,0.05,-0.38875,-0.957,-27
1764425661.182505,0.1679296875,0.04,-0.333515625,-0.853,-17
1764425661.1934965,0.16523437500000002,0.04,-0.280625,-0.597,-19
1764425661.2044928,0.1634765625,0.03,-0.1990625,-0.379,-9
1764425661.2154908,0.16234375,0.03,-0.131796875,-0.402,9
1764425661.2259154,0.1616796875,0.03,-0.077890625,-0.331,20
1764425661.236493,0.1615625,0.03,-0.023359375,-0.083,19
1764425661.2469132,0.161875,0.02,0.021484375,-0.097,70
1764425661.2574928,0.16265625,0.03,0.0659375,0.052,68
1764425661.2675111,0.16398437500000002,0.03,0.125859375,0.32,67
1764425661.2774978,0.16718750000000002,0.04,0.2833984375,0.694,86
1764425661.287509,0.1715625,0.05,0.402890625,1.094,91
1764425661.2975092,0.176484375,0.06,0.475703125,1.347,93
1764425661.3075085,0.182421875,0.08,0.5701171875000001,1.564,100
1764425661.317684,0.185625,0.09,0.6053515625,1.856,86
1764425661.3279147,0.1926171875,0.11,0.670859375,1.921,96
1764425661.3379595,0.2039453125,0.14,0.750859375,2.158,95
1764425661.3479304,0.2116796875,0.17,0.7677734375,2.303,76
1764425661.358693,0.219609375,0.19,0.7876562500000001,2.187,88
1764425661.3685083,0.2236328125,0.2,0.796171875,2.167,90
1764425661.3785112,0.2348828125,0.23,0.7391796875,2.035,70
1764425661.3885076,0.2421484375,0.25,0.7297265625,2.043,53
1764425661.3985088,0.2495703125,0.27,0.7410156250000001,2.121,36
1764425661.4085083,0.256328125,0.29,0.6872265625,1.911,25
1764425661.4185092,0.261953125,0.31,0.585859375,1.628,8
1764425661.428506,0.266171875,0.32,0.455078125,1.327,-7
1764425661.4379323,0.268984375,0.33,0.316875,1.022,-23
1764425661.4475098,0.2703125,0.33,0.1690625,0.562,-30
1764425661.4569297,0.2703125,0.33,0.034453125,0.141,-37
1764425661.4665117,0.2694921875,0.33,-0.057773437500000004,-0.042,-76
1764425661.4759324,0.26890625,0.33,-0.08750000000000001,-0.174,-76
1764425661.4855595,0.2657421875,0.32,-0.21894531250000002,-0.52,-83
1764425661.4949553,0.26394531250000003,0.32,-0.289140625,-0.72,-87
1764425661.5049405,0.25667968750000003,0.3,-0.4775390625,-1.317,-91
1764425661.5145214,0.250625,0.28,-0.578359375,-1.48,-97
1764425661.523941,0.243828125,0.26,-0.65828125,-1.827,-93
1764425661.5335195,0.2365625,0.24,-0.7153515625,-1.991,-92
1764425661.5429444,0.2289453125,0.22,-0.753046875,-2.032,-92
1764425661.5525224,0.22507812500000002,0.21,-0.7632421875000001,-2.09,-90
1764425661.562522,0.2133203125,0.18,-0.7799609375000001,-2.14,-84
1764425661.5719469,0.209296875,0.17,-0.79234375,-2.297,-77
1764425661.5825102,0.19765625,0.13,-0.7650390625,-2.32,-61
1764425661.5919335,0.19046875,0.12,-0.728359375,-2.037,-65
1764425661.6015112,0.1840234375,0.1,-0.660625,-1.813,-57
1764425661.6115124,0.178203125,0.08,-0.59875,-1.68,-45
1764425661.6225116,0.17542968750000001,0.07,-0.5767187500000001,-1.761,-34
1764425661.632931,0.1703515625,0.06,-0.5152734375,-1.437,-35
1764425661.6435087,0.16425781250000002,0.04,-0.39937500000000004,-1.215,-14
1764425661.6535096,0.1612890625,0.03,-0.316640625,-0.917,-8
1764425661.663512,0.15910156250000002,0.02,-0.235390625,-0.843,13
1764425661.6735208,0.1580078125,0.02,-0.1369921875,-0.441,13
1764425661.6835117,0.1577734375,0.02,-0.0919140625,-0.374,22
1764425661.6935124,0.15796875,0.02,-0.0073437500000000005,-0.017,21
1764425661.7035115,0.1586328125,0.02,0.043984375,0.151,55
1764425661.713512,0.1594921875,0.02,0.077421875,0.191,64
1764425661.7235105,0.1612109375,0.03,0.1580078125,0.431,67
1764425661.733511,0.1643359375,0.04,0.2816796875,0.798,76
1764425661.7435122,0.166328125,0.04,0.340078125,0.859,91
1764425661.7535124,0.17347656250000001,0.06,0.4712109375,1.373,88
1764425661.763513,0.17933593750000001,0.08,0.565078125,1.57,97
1764425661.7735124,0.1858984375,0.1,0.635390625,1.696,103
1764425661.783516,0.19300781250000001,0.12,0.6940234375000001,2.035,90
1764425661.7935085,0.196796875,0.13,0.7258984375,2.091,93
1764425661.8035083,0.2087890625,0.16,0.7928906250000001,2.141,102
1764425661.813508,0.216796875,0.19,0.799765625,2.223,88
1764425661.8235085,0.220859375,0.2,0.8061328125,2.185,90
1764425661.8335078,0.2331640625,0.23,0.8107421875,2.267,73
1764425661.843509,0.237109375,0.24,0.7998828125,2.361,51
1764425661.853509,0.24851562500000002,0.28,0.75234375,2.174,28
1764425661.8635085,0.2549609375,0.29,0.6607421875,1.771,28
1764425661.8735194,0.25984375,0.31,0.5206640625,1.44,3
1764425661.8835204,0.261640625,0.31,0.44,1.18,0
1764425661.893521,0.2652734375,0.32,0.236640625,0.723,-22
1764425661.9035244,0.2660546875,0.33,0.11191406250000001,0.411,-35
1764425661.9135237,0.265859375,0.33,0.0084375,0.103,-41
1764425661.9229443,0.2648828125,0.32,-0.076015625,-0.128,-73
1764425661.932528,0.2630859375,0.32,-0.159609375,-0.262,-83
1764425661.941933,0.2601953125,0.31,-0.2684375,-0.679,-82
1764425661.9515278,0.255546875,0.3,-0.42453125,-1.013,-94
1764425661.9615285,0.2498046875,0.29,-0.5416796875000001,-1.327,-100
1764425661.9715152,0.243125,0.27,-0.6412890625000001,-1.559,-104
1764425661.9819336,0.2357421875,0.25,-0.71890625,-1.77,-105
1764425661.9915154,0.2277734375,0.23,-0.7812890625,-1.9,-106
1764425662.0025141,0.2192578125,0.21,-0.8359375,-2.239,-98
1764425662.0119343,0.2148046875,0.2,-0.86328125,-2.193,-103
1764425662.0215142,0.2012890625,0.16,-0.8891796875,-2.383,-91
1764425662.030933,0.1924609375,0.14,-0.8824609375,-2.513,-80
1764425662.0405128,0.1838671875,0.11,-0.8632031250000001,-2.392,-75
1764425662.0519345,0.17597656250000002,0.09,-0.805625,-2.362,-60
1764425662.0615115,0.168671875,0.07,-0.746328125,-2.048,-58
1764425662.0725133,0.1621875,0.05,-0.6670703125,-1.893,-44
1764425662.0819569,0.1566796875,0.04,-0.5769140625,-1.47,-43
1764425662.092522,0.1520703125,0.02,-0.4840625,-1.365,-23
1764425662.1029353,0.150078125,0.02,-0.44125000000000003,-1.296,-18
1764425662.1129332,0.1451171875,0.01,-0.3246875,-0.891,-10
1764425662.122932,0.1440234375,0.0,-0.27171875,-0.752,-2
1764425662.1329334,0.1419140625,-0.0,-0.1384765625,-0.401,11
1764425662.142933,0.1415625,-0.0,-0.05609375,-0.177,19
1764425662.1529336,0.14171875,-0.0,-0.0003515625,0.109,15
1764425662.1629343,0.1421875,-0.0,0.03703125,0.027,63
1764425662.1729333,0.1429296875,0.0,0.0658984375,0.237,56
1764425662.1829352,0.1446484375,0.0,0.1590625,0.443,71
1764425662.1929355,0.147734375,0.01,0.27609375,0.724,84
1764425662.2035153,0.1516796875,0.02,0.3717578125,1.101,83
1764425662.2135146,0.1566796875,0.04,0.4757421875,1.349,91
1764425662.2235157,0.162578125,0.06,0.5642578125000001,1.718,84
1764425662.2335155,0.1658203125,0.07,0.606328125,1.779,91
1764425662.2435148,0.17625,0.1,0.68515625,2.025,88
1764425662.253515,0.1834375,0.12,0.7123046875,2.04,91
1764425662.2635143,0.19078125,0.14,0.7288671875,1.967,96
1764425662.273515,0.198125,0.16,0.7349609375,1.949,94
1764425662.2835164,0.2058203125,0.18,0.761875,2.098,85
1764425662.2935166,0.2098046875,0.19,0.779375,2.123,85
1764425662.3035152,0.22171875,0.22,0.7839453125,2.183,69
1764425662.3135178,0.2293359375,0.24,0.7662890625000001,2.156,54
1764425662.3235157,0.2363671875,0.26,0.713046875,1.996,38
1764425662.3335145,0.2425,0.28,0.6314062500000001,1.88,15
1764425662.3435159,0.24515625,0.29,0.581328125,1.553,17
1764425662.3535166,0.249453125,0.3,0.455859375,1.155,7
1764425662.3635163,0.2530078125,0.31,0.2425390625,0.72,-19
1764425662.3735175,0.2542578125,0.31,0.148515625,0.257,-16
1764425662.382959,0.2543359375,0.31,0.0332421875,0.141,-32
1764425662.3925276,0.2540234375,0.31,-0.0146484375,-0.083,-62
1764425662.4019356,0.25265625,0.31,-0.090703125,-0.087,-76
1764425662.4119365,0.2503515625,0.3,-0.20625000000000002,-0.482,-77
1764425662.421518,0.24628906250000002,0.29,-0.3640625,-0.811,-90
1764425662.430936,0.241171875,0.28,-0.4796875,-1.2,-92
1764425662.440936,0.235234375,0.27,-0.5691406250000001,-1.45,-96
1764425662.4505167,0.2284765625,0.25,-0.6520703125,-1.743,-95
1764425662.461518,0.2210546875,0.23,-0.7235546875,-1.97,-94
1764425662.471518,0.2132421875,0.21,-0.7687890625,-2.026,-96
1764425662.4815164,0.2051171875,0.18,-0.8015625000000001,-2.194,-87
1764425662.4909372,0.20109375000000002,0.17,-0.803125,-2.171,-87
1764425662.5019372,0.189140625,0.14,-0.7878906250000001,-2.342,-70
1764425662.5115192,0.1852734375,0.13,-0.7806640625,-2.245,-70
1764425662.5215173,0.1743359375,0.1,-0.7196484375,-2.006,-62
1764425662.5315173,0.167734375,0.08,-0.672109375,-1.882,-54
1764425662.541519,0.16175781250000001,0.06,-0.6113671875,-1.851,-38
1764425662.5519373,0.15910156250000002,0.05,-0.571328125,-1.693,-34
1764425662.56194,0.152421875,0.03,-0.4376171875,-1.285,-20
1764425662.5725172,0.150703125,0.03,-0.390703125,-1.103,-19
1764425662.5825164,0.1477734375,0.02,-0.30859375,-0.889,-9
1764425662.5935197,0.1449609375,0.02,-0.188984375,-0.341,-11
1764425662.6035252,0.1440234375,0.01,-0.1136328125,-0.392,14
1764425662.6135278,0.1437109375,0.01,-0.0880859375,-0.196,8
1764425662.6235182,0.1436328125,0.01,-0.0022265625000000002,-0.063,23
1764425662.6339595,0.143984375,0.01,0.02484375,0.138,48
1764425662.6439486,0.1444140625,0.01,0.0413671875,0.034,60
1764425662.6539483,0.1455859375,0.01,0.10800781250000001,0.239,67
1764425662.6639473,0.14667968750000002,0.02,0.163359375,0.426,66
1764425662.6739478,0.15171875,0.03,0.331953125,0.859,85
1764425662.6839423,0.1560546875,0.04,0.41304687500000004,1.288,75
1764425662.6939373,0.16109375,0.06,0.49,1.549,72
1764425662.7039375,0.16398437500000002,0.07,0.5340625,1.542,85
1764425662.7139523,0.17304687500000002,0.09,0.593125,1.727,85
1764425662.7239497,0.17609375,0.1,0.6012500000000001,1.784,80
1764425662.7345176,0.18253906250000002,0.12,0.628828125,1.827,79
1764425662.744521,0.1926171875,0.15,0.6616015625,1.686,93
1764425662.7545178,0.19921875,0.17,0.65953125,1.802,76
1764425662.7645168,0.20609375,0.18,0.6844140625,1.831,81
1764425662.77452,0.2132421875,0.2,0.70625,1.838,82
1764425662.7845201,0.22015625,0.22,0.6941406250000001,1.917,59
1764425662.7945178,0.22359375,0.23,0.6908203125,1.879,57
1764425662.8045404,0.2335546875,0.26,0.6488671875,1.884,26
1764425662.814528,0.23917968750000002,0.28,0.5801953125,1.698,12
1764425662.8245268,0.24375,0.29,0.4751171875,1.268,8
1764425662.8345284,0.246796875,0.3,0.3375390625,1.007,-10
1764425662.8445385,0.2484765625,0.3,0.203515625,0.635,-19
1764425662.8545177,0.24894531250000002,0.3,0.0762890625,0.159,-22
1764425662.864528,0.24859375,0.3,-0.010234375,-0.114,-57
1764425662.8739507,0.247734375,0.3,-0.06894531250000001,-0.182,-65
1764425662.883528,0.24601562500000002,0.3,-0.15785156250000001,-0.276,-78
1764425662.892941,0.2430078125,0.29,-0.27382812500000003,-0.682,-79
1764425662.9025295,0.24109375,0.29,-0.3283203125,-0.801,-85
1764425662.911951,0.23359375000000002,0.27,-0.49125,-1.327,-88
1764425662.9215367,0.22765625,0.25,-0.57203125,-1.482,-91
1764425662.9329522,0.2210546875,0.23,-0.6410546875,-1.751,-88
1764425662.9425354,0.2175390625,0.22,-0.6720703125,-1.796,-89
1764425662.9519553,0.20640625,0.19,-0.7344140625,-1.95,-88
1764425662.9615352,0.19890625,0.17,-0.74609375,-2.098,-79
1764425662.970953,0.1914453125,0.15,-0.7451171875,-2.135,-73
1764425662.981952,0.18421875000000001,0.13,-0.7273046875,-1.991,-71
1764425662.9915354,0.1774609375,0.11,-0.6876953125,-1.955,-60
1764425663.0025206,0.1709765625,0.09,-0.6562890625,-1.869,-53
1764425663.011942,0.1650390625,0.08,-0.607421875,-1.618,-53
1764425663.0229409,0.159921875,0.06,-0.53078125,-1.402,-42
1764425663.0329428,0.1553515625,0.05,-0.4725390625,-1.347,-30
1764425663.0429423,0.15058593750000002,0.03,-0.46773437500000004,-1.334,-25
1764425663.052522,0.1484375,0.03,-0.4487109375,-1.281,-24
1764425663.0625203,0.14390625,0.02,-0.3021875,-0.812,-13
1764425663.0725236,0.1428125,0.01,-0.26046875,-0.713,-5
1764425663.0825222,0.14109375,0.01,-0.1881640625,-0.562,3
1764425663.092532,0.139765625,0.0,-0.08796875,-0.339,20
1764425663.1025217,0.1397265625,0.0,-0.0219921875,-0.085,21
1764425663.1125236,0.1398828125,0.0,0.004609375,-0.042,57
1764425663.1225214,0.1408984375,0.0,0.0640625,0.186,59
1764425663.132523,0.1426171875,0.01,0.156640625,0.43,66
1764425663.1425214,0.1457421875,0.02,0.279375,0.721,80
1764425663.1525333,0.14765625000000002,0.02,0.33109375,0.974,78
1764425663.1625218,0.15203125,0.04,0.4128515625,1.164,83
1764425663.172521,0.1573046875,0.05,0.4996875,1.441,87
1764425663.1825333,0.1662890625,0.08,0.5956640625,1.714,88
1764425663.192523,0.17296875,0.1,0.6528125,1.809,94
1764425663.202523,0.1800390625,0.12,0.694453125,1.986,87
1764425663.2129426,0.183671875,0.12,0.7105078125000001,1.914,100
1764425663.2229416,0.1948828125,0.15,0.737265625,2.042,90
1764425663.2329433,0.202578125,0.17,0.766328125,1.968,100
1764425663.2429435,0.210546875,0.2,0.7892578125,2.179,78
1764425663.2529416,0.2187109375,0.22,0.8125390625,2.156,82
1764425663.2629416,0.226640625,0.24,0.79296875,2.226,55
1764425663.2729428,0.233984375,0.26,0.7470703125,2.167,34
1764425663.2829642,0.24046875,0.28,0.6652734375,1.846,24
1764425663.2935305,0.24546875,0.3,0.533515625,1.612,0
1764425663.3035326,0.248984375,0.31,0.38921875,1.17,-12
1764425663.313546,0.2509765625,0.31,0.23402343750000001,0.599,-15
1764425663.3239443,0.2512890625,0.31,0.0721875,0.15,-26
1764425663.3335216,0.2507421875,0.31,-0.024921875,-0.116,-63
1764425663.3429446,0.2503515625,0.31,-0.0515234375,-0.058,-70
1764425663.3525362,0.2490234375,0.31,-0.11640625,-0.168,-78
1764425663.3625324,0.2441015625,0.3,-0.325078125,-0.788,-87
1764425663.3719552,0.239375,0.29,-0.4406640625,-1.041,-95
1764425663.3815212,0.2337109375,0.27,-0.5398437500000001,-1.334,-96
1764425663.3909466,0.2305078125,0.27,-0.590234375,-1.434,-102
1764425663.4005215,0.2198046875,0.24,-0.7066015625000001,-1.943,-95
1764425663.411944,0.2117578125,0.22,-0.7840625,-2.02,-102
1764425663.4215205,0.2034375,0.19,-0.821015625,-2.192,-94
1764425663.4319432,0.199296875,0.18,-0.8245703125,-2.323,-88
1764425663.4415228,0.1867578125,0.15,-0.8257421875000001,-2.246,-85
1764425663.4525259,0.17863281250000002,0.12,-0.8138671875,-2.326,-72
1764425663.4619455,0.17078125,0.1,-0.7913671875,-2.039,-75
1764425663.4715247,0.1634375,0.08,-0.7427734375,-2.044,-62
1764425663.4809442,0.15671875,0.07,-0.68765625,-1.738,-62
