pwm,t_ms,x
-32,0,0
-32,1,0
-32,3,0
-32,5,-2
-32,7,-5
-32,9,-9
-32,11,-13
-32,13,-18
-32,15,-24
-32,17,-30
-32,19,-36
-32,21,-42
-32,23,-49
-32,25,-56
-32,27,-62
-32,29,-69
-32,31,-75
-32,33,-82
-32,35,-89
-32,37,-95
-32,39,-102
-32,41,-109
-32,43,-116
-32,45,-123
-32,47,-130
-32,49,-137
-32,51,-143
-32,53,-150
-32,55,-156
-32,57,-163
-32,59,-170
-32,61,-177
-32,63,-183
-32,65,-190
-32,67,-198
-32,69,-205
-32,71,-213
-32,73,-220
-32,75,-227
-32,77,-234
-32,79,-242
-32,81,-249
-32,83,-256
-32,85,-263
-32,87,-270
-32,89,-277
-32,91,-285
-32,93,-292
-32,95,-300
-32,97,-307
-32,99,-314
-32,101,-321
-32,103,-328
-32,105,-335
-32,107,-342
-32,109,-349
-32,111,-356
-32,113,-363
-32,115,-370
-32,117,-378
-32,119,-385
-32,121,-391
-32,123,-398
-32,125,-405
-32,127,-412
-32,129,-420
-32,131,-427
-32,133,-435
-32,135,-443
-32,137,-450
-32,139,-459
-32,141,-467
-32,143,-476
-32,145,-484
-32,147,-492
-32,149,-501
-32,151,-510
-32,153,-519
-32,155,-528
-32,157,-537
-32,159,-546
-32,161,-556
-32,163,-565
-32,165,-574
-32,167,-583
-32,169,-591
-32,171,-600
-32,173,-608
-32,175,-617
-32,177,-625
-32,179,-634
-32,181,-643
-32,183,-651
-32,185,-659
-32,187,-667
-32,189,-675
-32,191,-683
-32,193,-692
-32,195,-700
-32,197,-709
-32,199,-718
-32,201,-727
-32,203,-736
-32,205,-745
-32,207,-754
-32,209,-763
-32,211,-772
-32,213,-781
-32,215,-790
-32,217,-799
-32,219,-808
-32,221,-818
-32,223,-827
-32,225,-836
-32,227,-845
-32,229,-854
-32,231,-864
-32,233,-873
-32,235,-883
-32,237,-892
-32,239,-901
-32,241,-911
-32,243,-920
-32,245,-929
-32,247,-938
-32,249,-947
-32,251,-956
-32,253,-965
-32,255,-975
-32,257,-984
-32,259,-994
-32,261,-1003
-32,263,-1013
-32,265,-1022
-32,267,-1032
-32,269,-1041
-32,271,-1051
-32,273,-1060
-32,275,-1070
-32,277,-1079
-32,279,-1088
-32,281,-1096
-32,283,-1105
-32,285,-1113
-32,287,-1122
-32,289,-1130
-32,291,-1139
-32,293,-1147
-32,295,-1156
-32,297,-1164
-32,299,-1172
-32,301,-1180
-32,303,-1188
-32,305,-1195
-32,307,-1203
-32,309,-1211
-32,311,-1220
-32,313,-1228
-32,315,-1237
-32,317,-1245
-32,319,-1253
-32,321,-1262
-32,323,-1270
-32,325,-1278
-32,327,-1287
-32,329,-1295
-32,331,-1304
-32,333,-1312
-32,335,-1321
-32,337,-1329
-32,339,-1338
-32,341,-1346
-32,343,-1354
-32,345,-1362
-32,347,-1370
-32,349,-1378
-32,351,-1387
-32,353,-1395
-32,355,-1404
-32,357,-1412
-32,359,-1420
-32,361,-1428
-32,363,-1436
-32,365,-1444
-32,367,-1452
-32,369,-1460
-32,371,-1469
-32,373,-1478
-32,375,-1487
-32,377,-1496
-32,379,-1505
-32,381,-1514
-32,383,-1523
-32,385,-1532
-32,387,-1542
-32,389,-1551
-32,391,-1561
-32,393,-1570
-32,395,-1580
-32,397,-1589
-32,399,-1598
-32,401,-1607
-32,403,-1616
-32,405,-1625
-32,407,-1633
-32,409,-1642
-32,411,-1651
-32,413,-1660
-32,415,-1668
-32,417,-1677
-32,419,-1685
-32,421,-1694
-32,423,-1702
-32,425,-1710
-32,427,-1719
-32,429,-1728
-32,431,-1737
-32,433,-1746
-32,435,-1755
-32,437,-1764
-32,439,-1773
-32,441,-1782
-32,443,-1791
-32,445,-1801
-32,447,-1810
-32,449,-1819
-32,451,-1829
-32,453,-1838
-32,455,-1847
-32,457,-1857
-32,459,-1866
-32,461,-1875
-32,463,-1885
-32,465,-1894
-32,467,-1903
-32,469,-1913
-32,471,-1922
-32,473,-1931
-32,475,-1941
-32,477,-1950
-32,479,-1959
-32,481,-1968
-32,483,-1977
-32,485,-1987
-32,487,-1996
-32,489,-2006
-32,491,-2016
-32,493,-2025
-32,495,-2035
-32,497,-2044
-32,499,-2054
-32,501,-2063
-32,503,-2073
-32,505,-2083
-32,507,-2092
-32,509,-2101
-32,511,-2110
-32,513,-2119
-32,515,-2127
-32,517,-2136
-32,519,-2144
-32,521,-2152
-32,523,-2161
-32,525,-2169
-32,527,-2178
-32,529,-2186
-32,531,-2193
-32,533,-2201
-32,535,-2209
-32,537,-2217
-32,539,-2225
-32,541,-2233
-32,543,-2242
-32,545,-2250
-32,547,-2259
-32,549,-2267
-32,551,-2275
-32,553,-2283
-32,555,-2291
-32,557,-2300
-32,559,-2308
-32,561,-2317
-32,563,-2325
-32,565,-2334
-32,567,-2342
-32,569,-2351
-32,571,-2359
-32,573,-2367
-32,575,-2374
-32,577,-2382
-32,579,-2390
-32,581,-2398
-32,583,-2406
-32,585,-2414
-32,587,-2422
-32,589,-2430
-32,591,-2439
-32,593,-2447
-32,595,-2455
-32,597,-2463
-32,599,-2471
-32,601,-2479
-32,603,-2488
-32,605,-2497
-32,607,-2506
-32,609,-2515
-32,611,-2524
-32,613,-2533
-32,615,-2542
-32,617,-2551
-32,619,-2561
-32,621,-2571
-32,623,-2580
-32,625,-2590
-32,627,-2599
-32,629,-2609
-32,631,-2618
-32,633,-2627
-32,635,-2637
-32,637,-2646
-32,639,-2655
-32,641,-2664
-32,643,-2673
-32,645,-2682
-32,647,-2691
-32,649,-2699
-32,651,-2708
-32,653,-2716
-32,655,-2725
-32,657,-2733
-32,659,-2742
-32,661,-2750
-32,663,-2759
-32,665,-2768
-32,667,-2777
-32,669,-2786
-32,671,-2795
-32,673,-2804
-32,675,-2813
-32,677,-2823
-32,679,-2832
-32,681,-2842
-32,683,-2851
-32,685,-2861
-32,687,-2870
-32,689,-2879
-32,691,-2889
-32,693,-2898
-32,695,-2907
-32,697,-2916
-32,699,-2926
-32,701,-2936
-32,703,-2945
-32,705,-2954
-32,707,-2963
-32,709,-2973
-32,711,-2982
-32,713,-2991
-32,715,-3000
-32,717,-3009
-32,719,-3019
-32,721,-3029
-32,723,-3039
-32,725,-3048
-32,727,-3058
-32,729,-3067
-32,731,-3077
-32,733,-3086
-32,735,-3096
-32,737,-3105
-32,739,-3114
-32,741,-3124
-32,743,-3133
-32,745,-3142
-32,747,-3150
-32,749,-3159
-32,751,-3168
-32,753,-3176
-32,755,-3185
-32,757,-3194
-32,759,-3202
-32,761,-3210
-32,763,-3218
-32,765,-3226
-32,767,-3234
-32,769,-3242
-32,771,-3250
-32,773,-3258
-32,775,-3267
-32,777,-3276
-32,779,-3285
-32,781,-3293
-32,783,-3302
-32,785,-3310
-32,787,-3319
-32,789,-3327
-32,791,-3336
-32,793,-3345
-32,795,-3353
-32,797,-3362
-32,799,-3371
-32,801,-3380
-32,803,-3388
-32,805,-3397
-32,807,-3405
-32,809,-3413
-32,811,-3422
-32,813,-3430
-32,815,-3439
-32,817,-3447
-32,819,-3456
-32,821,-3464
-32,823,-3473
-32,825,-3482
-32,827,-3490
-32,829,-3499
-32,831,-3508
-32,833,-3517
-32,835,-3526
-32,837,-3536
-32,839,-3545
-32,841,-3554
-32,843,-3564
-32,845,-3573
-32,847,-3582
-32,849,-3592
-32,851,-3602
-32,853,-3611
-32,855,-3621
-32,857,-3631
-32,859,-3640
-32,861,-3650
-32,863,-3659
-32,865,-3668
-32,867,-3677
-32,869,-3686
-32,871,-3695
-32,873,-3704
-32,875,-3713
-32,877,-3722
-32,879,-3731
-32,881,-3740
-32,883,-3749
-32,885,-3758
-32,887,-3767
-32,889,-3776
-32,891,-3785
-32,893,-3795
-32,895,-3804
-32,897,-3813
-32,899,-3823
-32,901,-3832
-32,903,-3842
-32,905,-3852
-32,907,-3862
-32,909,-3872
-32,911,-3882
-32,913,-3892
-32,915,-3901
-32,917,-3911
-32,919,-3921
-32,921,-3930
-32,923,-3940
-32,925,-3950
-32,927,-3960
-32,929,-3969
-32,931,-3979
-32,933,-3989
-32,935,-3998
-32,937,-4007
-32,939,-4017
-32,941,-4026
-32,943,-4035
-32,945,-4045
-32,947,-4055
-32,949,-4064
-32,951,-4074
-32,953,-4083
-32,955,-4093
-32,957,-4102
-32,959,-4111
-32,961,-4120
-32,963,-4130
-32,965,-4139
-32,967,-4147
-32,969,-4156
-32,971,-4164
-32,973,-4173
-32,975,-4181
-32,977,-4189
-32,979,-4197
-32,981,-4205
-32,983,-4213
-32,985,-4221
-32,987,-4229
-32,989,-4237
-32,991,-4244
-32,993,-4252
-32,995,-4260
-32,997,-4267
-32,999,-4275
-32,1001,-4283
-32,1003,-4291
-32,1005,-4299
-32,1007,-4307
-32,1009,-4316
-32,1011,-4324
-32,1013,-4332
-32,1015,-4340
-32,1017,-4348
-32,1019,-4356
-32,1021,-4365
-32,1023,-4373
-32,1025,-4381
-32,1027,-4390
-32,1029,-4398
-32,1031,-4406
-32,1033,-4414
-32,1035,-4422
-32,1037,-4430
-32,1039,-4438
-32,1041,-4446
-32,1043,-4454
-32,1045,-4463
-32,1047,-4471
-32,1049,-4479
-32,1051,-4487
-32,1053,-4495
-32,1055,-4503
-32,1057,-4512
-32,1059,-4520
-32,1061,-4528
-32,1063,-4536
-32,1065,-4545
-32,1067,-4554
-32,1069,-4563
-32,1071,-4572
-32,1073,-4582
-32,1075,-4591
-32,1077,-4600
-32,1079,-4609
-32,1081,-4619
-32,1083,-4628
-32,1085,-4638
-32,1087,-4648
-32,1089,-4657
-32,1091,-4666
-32,1093,-4675
-32,1095,-4684
-32,1097,-4693
-32,1099,-4702
-32,1101,-4711
-32,1103,-4720
-32,1105,-4729
-32,1107,-4738
-32,1109,-4747
-32,1111,-4756
-32,1113,-4765
-32,1115,-4773
-32,1117,-4782
-32,1119,-4791
-32,1121,-4800
-32,1123,-4810
-32,1125,-4819
-32,1127,-4829
-32,1129,-4838
-32,1131,-4848
-32,1133,-4857
-32,1135,-4867
-32,1137,-4877
-32,1139,-4886
-32,1141,-4896
-32,1143,-4907
-32,1145,-4917
-32,1147,-4926
-32,1149,-4936
-32,1151,-4946
-32,1153,-4955
-32,1155,-4965
-32,1157,-4975
-32,1159,-4984
-32,1161,-4994
-32,1163,-5004
-32,1165,-5013
-32,1167,-5022
-32,1169,-5032
-32,1171,-5041
-32,1173,-5051
-32,1175,-5060
-32,1177,-5071
-32,1179,-5080
-32,1181,-5090
-32,1183,-5100
-32,1185,-5110
-32,1187,-5119
-32,1189,-5129
-32,1191,-5139
-32,1193,-5148
-32,1195,-5158
-32,1197,-5168
-32,1199,-5177
-32,1201,-5186
-32,1203,-5195
-32,1205,-5204
-32,1207,-5212
-32,1209,-5221
-32,1211,-5229
-32,1213,-5238
-32,1215,-5246
-32,1217,-5255
-32,1219,-5263
-32,1221,-5271
-32,1223,-5279
-32,1225,-5287
-32,1227,-5295
-32,1229,-5303
-32,1231,-5311
-32,1233,-5319
-32,1235,-5328
-32,1237,-5337
-32,1239,-5345
-32,1241,-5353
-32,1243,-5362
-32,1245,-5371
-32,1247,-5379
-32,1249,-5388
-32,1251,-5396
-32,1253,-5405
-32,1255,-5414
-32,1257,-5423
-32,1259,-5432
-32,1261,-5440
-32,1263,-5448
-32,1265,-5457
-32,1267,-5465
-32,1269,-5474
-32,1271,-5482
-32,1273,-5490
-32,1275,-5499
-32,1277,-5507
-32,1279,-5515
-32,1281,-5523
-32,1283,-5531
-32,1285,-5540
-32,1287,-5548
-32,1289,-5556
-32,1291,-5564
-32,1293,-5573
-32,1295,-5582
-32,1297,-5591
-32,1299,-5600
-32,1301,-5609
-32,1303,-5618
-32,1305,-5627
-32,1307,-5636
-32,1309,-5645
-32,1311,-5654
-32,1313,-5664
-32,1315,-5673
-32,1317,-5683
-32,1319,-5692
-32,1321,-5700
-32,1323,-5709
-32,1325,-5718
-32,1327,-5727
-32,1329,-5736
-32,1331,-5745
-32,1333,-5754
-32,1335,-5762
-32,1337,-5771
-32,1339,-5779
-32,1341,-5788
-32,1343,-5796
-32,1345,-5805
-32,1347,-5814
-32,1349,-5823
-32,1351,-5832
-32,1353,-5841
-32,1355,-5850
-32,1357,-5860
-32,1359,-5869
-32,1361,-5878
-32,1363,-5888
-32,1365,-5898
-32,1367,-5907
-32,1369,-5917
-32,1371,-5927
-32,1373,-5937
-32,1375,-5947
-32,1377,-5956
-32,1379,-5966
-32,1381,-5976
-32,1383,-5985
-32,1385,-5995
-32,1387,-6005
-32,1389,-6014
-32,1391,-6024
-32,1393,-6034
-32,1395,-6043
-32,1397,-6053
-32,1399,-6063
-32,1401,-6072
-32,1403,-6082
-32,1405,-6092
-32,1407,-6102
-32,1409,-6112
-32,1411,-6122
-32,1413,-6132
-32,1415,-6141
-32,1417,-6151
-32,1419,-6161
-32,1421,-6171
-32,1423,-6181
-32,1425,-6191
-32,1427,-6200
-32,1429,-6209
-32,1431,-6218
-32,1433,-6227
-32,1435,-6236
-32,1437,-6245
-32,1439,-6254
-32,1441,-6262
-32,1443,-6270
-32,1445,-6279
-32,1447,-6287
-32,1449,-6295
-32,1451,-6302
-32,1453,-6310
-32,1455,-6318
-32,1457,-6326
-32,1459,-6334
-32,1461,-6343
-32,1463,-6352
-32,1465,-6360
-32,1467,-6368
-32,1469,-6377
-32,1471,-6385
-32,1473,-6393
-32,1475,-6402
-32,1477,-6410
-32,1479,-6418
-32,1481,-6427
-32,1483,-6435
-32,1485,-6444
-32,1487,-6452
-32,1489,-6461
-32,1491,-6469
-32,1493,-6477
-32,1495,-6485
-32,1497,-6493
-32,1499,-6501
