pwm,t_ms,x
27,0,0
27,1,0
27,3,0
27,5,1
27,7,3
27,9,6
27,11,10
27,13,13
27,15,18
27,17,23
27,19,28
27,21,33
27,23,38
27,25,44
27,27,49
27,29,54
27,31,60
27,33,65
27,35,71
27,37,76
27,39,82
27,41,88
27,43,94
27,45,100
27,47,106
27,49,112
27,51,119
27,53,124
27,55,130
27,57,136
27,59,141
27,61,146
27,63,151
27,65,156
27,67,161
27,69,166
27,71,171
27,73,176
27,75,181
27,77,186
27,79,190
27,81,195
27,83,199
27,85,203
27,87,207
27,89,210
27,91,214
27,93,217
27,95,220
27,97,224
27,99,227
27,101,230
27,103,234
27,105,237
27,107,241
27,109,245
27,111,249
27,113,253
27,115,257
27,117,261
27,119,266
27,121,270
27,123,275
27,125,280
27,127,285
27,129,290
27,131,295
27,133,300
27,135,304
27,137,308
27,139,313
27,141,317
27,143,321
27,145,325
27,147,329
27,149,334
27,151,339
27,153,343
27,155,348
27,157,353
27,159,358
27,161,364
27,163,369
27,165,374
27,167,379
27,169,384
27,171,389
27,173,394
27,175,399
27,177,404
27,179,409
27,181,414
27,183,419
27,185,423
27,187,429
27,189,434
27,191,439
27,193,444
27,195,449
27,197,454
27,199,459
27,201,464
27,203,469
27,205,474
27,207,479
27,209,484
27,211,489
27,213,494
27,215,499
27,217,505
27,219,511
27,221,517
27,223,523
27,225,529
27,227,536
27,229,543
27,231,550
27,233,557
27,235,563
27,237,570
27,239,576
27,241,583
27,243,590
27,245,597
27,247,603
27,249,610
27,251,618
27,253,625
27,255,632
27,257,639
27,259,646
27,261,653
27,263,659
27,265,665
27,267,671
27,269,677
27,271,683
27,273,689
27,275,696
27,277,702
27,279,708
27,281,714
27,283,720
27,285,726
27,287,732
27,289,737
27,291,743
27,293,748
27,295,754
27,297,760
27,299,765
27,301,771
27,303,777
27,305,783
27,307,790
27,309,796
27,311,802
27,313,808
27,315,814
27,317,820
27,319,826
27,321,832
27,323,837
27,325,843
27,327,849
27,329,854
27,331,860
27,333,867
27,335,873
27,337,879
27,339,885
27,341,891
27,343,897
27,345,903
27,347,909
27,349,915
27,351,920
27,353,926
27,355,932
27,357,938
27,359,943
27,361,949
27,363,955
27,365,961
27,367,968
27,369,974
27,371,979
27,373,985
27,375,991
27,377,996
27,379,1002
27,381,1007
27,383,1013
27,385,1019
27,387,1025
27,389,1030
27,391,1036
27,393,1042
27,395,1049
27,397,1055
27,399,1061
27,401,1068
27,403,1074
27,405,1080
27,407,1086
27,409,1091
27,411,1097
27,413,1103
27,415,1109
27,417,1115
27,419,1121
27,421,1127
27,423,1134
27,425,1140
27,427,1146
27,429,1151
27,431,1157
27,433,1162
27,435,1168
27,437,1173
27,439,1178
27,441,1183
27,443,1189
27,445,1194
27,447,1199
27,449,1205
27,451,1210
27,453,1216
27,455,1221
27,457,1227
27,459,1232
27,461,1237
27,463,1242
27,465,1247
27,467,1252
27,469,1257
27,471,1262
27,473,1267
27,475,1272
27,477,1277
27,479,1282
27,481,1287
27,483,1293
27,485,1298
27,487,1304
27,489,1310
27,491,1315
27,493,1321
27,495,1326
27,497,1332
27,499,1337
27,501,1342
27,503,1348
27,505,1353
27,507,1358
27,509,1364
27,511,1370
27,513,1376
27,515,1382
27,517,1388
27,519,1394
27,521,1400
27,523,1406
27,525,1412
27,527,1417
27,529,1423
27,531,1428
27,533,1434
27,535,1439
27,537,1445
27,539,1450
27,541,1456
27,543,1462
27,545,1468
27,547,1474
27,549,1480
27,551,1486
27,553,1492
27,555,1498
27,557,1504
27,559,1510
27,561,1515
27,563,1521
27,565,1528
27,567,1534
27,569,1540
27,571,1547
27,573,1554
27,575,1561
27,577,1568
27,579,1576
27,581,1583
27,583,1590
27,585,1597
27,587,1604
27,589,1611
27,591,1618
27,593,1625
27,595,1632
27,597,1640
27,599,1647
27,601,1655
27,603,1662
27,605,1669
27,607,1676
27,609,1683
27,611,1690
27,613,1696
27,615,1703
27,617,1710
27,619,1716
27,621,1723
27,623,1730
27,625,1737
27,627,1743
27,629,1749
27,631,1756
27,633,1762
27,635,1767
27,637,1773
27,639,1779
27,641,1786
27,643,1792
27,645,1798
27,647,1804
27,649,1811
27,651,1818
27,653,1824
27,655,1831
27,657,1837
27,659,1843
27,661,1850
27,663,1856
27,665,1861
27,667,1867
27,669,1873
27,671,1879
27,673,1885
27,675,1892
27,677,1898
27,679,1905
27,681,1911
27,683,1918
27,685,1924
27,687,1930
27,689,1937
