pwm,t_ms,x
53,0,0
53,1,0
53,3,1
53,5,4
53,7,9
53,9,16
53,11,23
53,13,32
53,15,44
53,17,56
53,19,68
53,21,82
53,23,96
53,25,111
53,27,126
53,29,142
53,31,158
53,33,174
53,35,191
53,37,207
53,39,223
53,41,241
53,43,258
53,45,275
53,47,292
53,49,309
53,51,327
53,53,344
53,55,361
53,57,377
53,59,395
53,61,411
53,63,428
53,65,444
53,67,461
53,69,477
53,71,494
53,73,511
53,75,527
53,77,544
53,79,561
53,81,578
53,83,596
53,85,613
53,87,630
53,89,648
53,91,665
53,93,683
53,95,701
53,97,719
53,99,737
53,101,756
53,103,774
53,105,793
53,107,811
53,109,830
53,111,850
53,113,869
53,115,888
53,117,906
53,119,925
53,121,945
53,123,963
53,125,982
53,127,1001
53,129,1020
53,131,1039
53,133,1057
53,135,1076
53,137,1096
53,139,1115
53,141,1134
53,143,1152
53,145,1172
53,147,1191
53,149,1210
53,151,1228
53,153,1247
53,155,1266
53,157,1286
53,159,1304
53,161,1323
53,163,1342
53,165,1361
53,167,1380
53,169,1399
53,171,1417
53,173,1435
53,175,1454
53,177,1472
53,179,1489
53,181,1507
53,183,1525
53,185,1544
53,187,1561
53,189,1579
53,191,1597
53,193,1616
53,195,1634
53,197,1651
53,199,1670
53,201,1688
53,203,1706
53,205,1724
53,207,1743
53,209,1761
53,211,1779
53,213,1798
53,215,1818
53,217,1837
53,219,1856
53,221,1875
53,223,1895
53,225,1914
53,227,1933
53,229,1952
53,231,1972
53,233,1991
53,235,2010
53,237,2029
53,239,2049
53,241,2068
53,243,2087
53,245,2106
53,247,2126
53,249,2145
53,251,2164
53,253,2183
53,255,2203
53,257,2223
53,259,2241
53,261,2260
53,263,2279
53,265,2299
53,267,2318
53,269,2337
53,271,2356
53,273,2375
53,275,2394
53,277,2413
53,279,2432
53,281,2450
53,283,2469
53,285,2487
53,287,2505
53,289,2523
53,291,2542
53,293,2560
53,295,2578
53,297,2596
53,299,2614
53,301,2632
53,303,2651
53,305,2669
53,307,2687
53,309,2705
53,311,2723
53,313,2742
53,315,2760
53,317,2779
53,319,2797
53,321,2816
53,323,2835
53,325,2854
53,327,2873
53,329,2893
53,331,2912
53,333,2931
53,335,2950
53,337,2969
53,339,2989
53,341,3008
53,343,3027
53,345,3046
53,347,3065
53,349,3084
53,351,3103
53,353,3121
53,355,3141
53,357,3160
53,359,3179
53,361,3198
53,363,3217
53,365,3236
53,367,3255
53,369,3274
53,371,3292
53,373,3312
