pwm,t_ms,x
-154,0,0
-154,1,0
-154,3,-2
-154,5,-11
-154,7,-29
-154,9,-53
-154,11,-80
-154,13,-112
-154,15,-150
-154,17,-191
-154,19,-235
-154,21,-282
-154,23,-333
-154,25,-386
-154,27,-439
-154,29,-495
-154,31,-554
-154,33,-614
-154,35,-676
-154,37,-738
-154,39,-802
-154,41,-867
-154,43,-932
-154,45,-997
-154,47,-1063
-154,49,-1130
-154,51,-1197
-154,53,-1265
-154,55,-1333
-154,57,-1401
-154,59,-1470
-154,61,-1539
-154,63,-1609
-154,65,-1680
-154,67,-1751
-154,69,-1821
-154,71,-1892
-154,73,-1963
-154,75,-2034
-154,77,-2104
-154,79,-2174
-154,81,-2246
-154,83,-2316
-154,85,-2387
-154,87,-2458
-154,89,-2530
-154,91,-2601
-154,93,-2673
-154,95,-2746
-154,97,-2818
-154,99,-2890
-154,101,-2962
-154,103,-3035
-154,105,-3106
-154,107,-3178
-154,109,-3250
-154,111,-3322
-154,113,-3394
-154,115,-3466
-154,117,-3538
-154,119,-3610
-154,121,-3683
-154,123,-3756
-154,125,-3829
-154,127,-3902
-154,129,-3975
-154,131,-4047
-154,133,-4120
-154,135,-4191
-154,137,-4264
-154,139,-4336
-154,141,-4408
-154,143,-4480
-154,145,-4552
-154,147,-4625
-154,149,-4698
-154,151,-4770
-154,153,-4844
-154,155,-4917
-154,157,-4989
-154,159,-5062
-154,161,-5134
-154,163,-5206
-154,165,-5278
-154,167,-5351
-154,169,-5422
-154,171,-5494
-154,173,-5567
-154,175,-5639
-154,177,-5711
-154,179,-5784
-154,181,-5857
-154,183,-5930
-154,185,-6002
-154,187,-6075
-154,189,-6148
-154,191,-6220
-154,193,-6292
-154,195,-6364
-154,197,-6436
-154,199,-6508
-154,201,-6580
-154,203,-6652
-154,205,-6725
-154,207,-6798
-154,209,-6871
-154,211,-6944
-154,213,-7016
-154,215,-7089
-154,217,-7162
-154,219,-7234
-154,221,-7306
-154,223,-7379
-154,225,-7450
-154,227,-7523
-154,229,-7595
-154,231,-7668
-154,233,-7740
-154,235,-7813
-154,237,-7887
-154,239,-7959
-154,241,-8032
-154,243,-8105
-154,245,-8178
-154,247,-8250
-154,249,-8322
-154,251,-8395
-154,253,-8467
-154,255,-8539
-154,257,-8612
-154,259,-8684
-154,261,-8758
-154,263,-8830
-154,265,-8904
-154,267,-8977
-154,269,-9050
-154,271,-9123
-154,273,-9195
-154,275,-9268
-154,277,-9340
-154,279,-9412
-154,281,-9484
-154,283,-9556
-154,285,-9628
-154,287,-9700
-154,289,-9773
-154,291,-9846
-154,293,-9919
-154,295,-9992
-154,297,-10064
-154,299,-10138
-154,301,-10210
-154,303,-10282
-154,305,-10355
-154,307,-10427
-154,309,-10499
-154,311,-10571
-154,313,-10643
-154,315,-10716
-154,317,-10789
-154,319,-10862
-154,321,-10935
-154,323,-11008
-154,325,-11081
-154,327,-11155
-154,329,-11227
-154,331,-11300
-154,333,-11372
-154,335,-11444
-154,337,-11516
-154,339,-11588
-154,341,-11660
-154,343,-11732
-154,345,-11805
-154,347,-11877
-154,349,-11950
-154,351,-12023
-154,353,-12095
-154,355,-12168
-154,357,-12240
-154,359,-12312
-154,361,-12384
-154,363,-12456
-154,365,-12528
-154,367,-12600
-154,369,-12672
-154,371,-12744
-154,373,-12817
-154,375,-12890
-154,377,-12963
